[2025-12-07 00:42:42] DEBUG_KEY_SIMULATED | VK=40
[2025-12-07 01:25:24] DEBUG_KEY_SIMULATED | VK=13
[2025-12-07 01:25:24] DEBUG_KEY_SIMULATED | VK=81
[2025-12-07 01:25:42] INTERACTIVE_WAIT_START | Waiting for keyboard input
[2025-12-07 01:25:43] INTERACTIVE_WAIT_END | Key received: VK=40, IsDown=True, Shift=False
[2025-12-07 01:25:43] INTERACTIVE_WAIT_START | Waiting for keyboard input
[2025-12-07 01:25:43] INTERACTIVE_WAIT_END | Key received: VK=40, IsDown=True, Shift=False
[2025-12-07 01:25:43] INTERACTIVE_WAIT_START | Waiting for keyboard input
[2025-12-07 01:25:44] INTERACTIVE_WAIT_END | Key received: VK=40, IsDown=True, Shift=False
[2025-12-07 01:25:44] INTERACTIVE_WAIT_START | Waiting for keyboard input
[2025-12-07 01:25:44] INTERACTIVE_WAIT_END | Key received: VK=40, IsDown=True, Shift=False
[2025-12-07 01:27:56] INTERACTIVE_WAIT_START | Waiting for keyboard input
[2025-12-07 01:33:40] INTERACTIVE_WAIT_START | Waiting for keyboard input
[2025-12-07 01:35:26] INTERACTIVE_WAIT_START | Waiting for keyboard input
[2025-12-07 01:49:39] INTERACTIVE_WAIT_START | Waiting for keyboard input
[2025-12-07 01:49:39] INTERACTIVE_WAIT_END | Key received: VK=81, IsDown=True, Shift=False
